Student_ID,Age,Gender,Department,CGPA,Attendance,Python_Skill,Java_Skill,DSA_Skill,Projects,Internships,Communication_Score,Aptitude_Score,Placement,Salary_LPA
332,19,Female,Information Technology,8.21,86.5,9,10,2,2,0,98,80,Yes,5.41
333,22,Male,Information Technology,8.12,64.7,5,3,10,4,3,41,66,Yes,5.96
334,21,Female,Computer Science,8.87,71.6,8,2,9,3,2,81,94,Yes,8.93
335,20,Female,Computer Science,9.15,75.9,9,6,3,2,2,83,74,Yes,5.65
336,22,Female,Electronics,8.45,96.8,10,4,2,0,0,47,91,Yes,4.94
337,19,Male,Data Science,6.08,99.7,5,5,1,4,0,82,84,No,0.0
338,21,Female,Information Technology,7.02,61.8,6,3,8,1,1,81,93,No,0.0
339,22,Female,Electronics,9.68,90.4,1,6,3,2,1,52,74,Yes,3.95
340,22,Female,Computer Science,6.51,74.9,7,3,7,2,3,96,67,Yes,3.17
341,21,Male,Information Technology,7.17,75.7,4,8,1,4,0,56,78,No,0.0
342,22,Female,Data Science,7.44,90.2,2,9,1,3,3,78,100,Yes,4.24
343,21,Male,Computer Science,7.48,96.7,5,4,9,3,0,63,77,Yes,9.98
344,20,Male,Computer Science,8.26,98.0,3,9,8,3,2,42,48,Yes,10.18
345,21,Male,Computer Science,9.74,83.1,6,7,3,1,0,69,51,Yes,7.84
346,21,Male,Electronics,6.58,74.3,8,3,6,4,0,91,54,No,0.0
347,21,Male,Data Science,6.05,91.5,7,7,3,4,2,52,60,No,0.0
348,22,Male,Information Technology,6.39,70.0,3,1,4,3,0,58,91,No,0.0
349,22,Female,Electronics,9.49,82.6,8,3,1,3,3,46,74,Yes,8.41
350,21,Male,Electronics,8.41,74.3,2,6,5,0,1,48,81,No,0.0
351,22,Female,Electronics,6.79,86.3,10,4,1,0,1,58,72,No,0.0
352,19,Female,Computer Science,9.17,69.6,9,7,1,2,3,84,90,Yes,11.35
353,19,Male,Data Science,9.38,67.7,4,3,10,2,2,93,58,Yes,3.6
354,22,Female,Electronics,9.31,96.7,1,1,7,4,0,79,94,Yes,6.3
355,22,Female,Information Technology,9.64,64.1,8,9,6,4,3,61,62,Yes,6.62
356,21,Female,Data Science,6.64,80.2,7,6,2,1,1,57,52,No,0.0
357,20,Female,Information Technology,8.9,68.8,5,8,2,1,1,100,83,Yes,7.47
358,22,Male,Data Science,7.57,61.6,10,3,7,0,3,62,40,Yes,9.78
359,19,Female,Information Technology,9.29,61.4,5,8,1,2,1,41,90,Yes,10.41
360,21,Male,Computer Science,8.78,67.0,7,2,2,0,3,89,68,Yes,10.91
361,22,Female,Electronics,8.99,94.7,5,4,8,0,1,89,63,Yes,7.39
362,19,Female,Information Technology,8.45,71.3,8,3,6,2,3,50,55,Yes,8.68
363,19,Male,Data Science,6.3,98.0,6,10,2,1,0,70,64,No,0.0
364,20,Female,Electronics,7.95,83.3,5,1,7,2,0,72,94,No,0.0
365,21,Female,Electronics,9.93,77.5,9,7,4,3,0,53,62,Yes,4.39
366,21,Female,Data Science,9.72,83.2,2,10,2,3,0,55,67,Yes,6.33
367,20,Male,Information Technology,5.69,80.7,1,2,6,3,1,50,86,No,0.0
368,20,Female,Computer Science,6.24,90.4,8,4,9,4,2,72,55,Yes,6.81
369,21,Male,Computer Science,6.09,71.3,3,9,9,1,3,46,82,No,0.0
370,21,Female,Information Technology,8.77,74.1,7,6,8,1,2,70,95,Yes,11.13
371,22,Male,Electronics,9.18,95.8,10,8,3,4,1,100,77,Yes,6.55
372,22,Male,Electronics,6.46,97.9,8,2,3,0,1,87,50,No,0.0
373,20,Female,Electronics,7.78,95.7,6,7,2,3,2,85,42,Yes,9.83
374,22,Female,Electronics,9.28,76.8,10,6,5,3,2,86,54,Yes,7.6
375,19,Male,Information Technology,8.8,91.2,9,9,4,0,1,53,40,Yes,8.8
376,22,Male,Electronics,7.94,79.1,7,7,7,2,1,67,46,Yes,3.92
377,22,Female,Data Science,8.16,79.9,10,1,4,2,3,92,40,Yes,10.6
378,19,Male,Electronics,7.79,68.2,5,8,9,1,0,82,88,Yes,8.24
379,20,Female,Computer Science,6.84,83.6,8,10,2,4,0,55,71,No,0.0
380,19,Female,Electronics,8.04,67.4,2,3,6,1,3,58,48,No,0.0
381,22,Female,Information Technology,8.6,73.3,7,2,7,2,2,56,68,Yes,10.51
382,20,Female,Computer Science,9.43,94.2,4,3,4,0,1,98,65,Yes,10.2
383,22,Male,Information Technology,8.36,68.3,9,6,6,1,2,65,62,Yes,6.11
384,19,Female,Information Technology,8.93,62.8,1,3,7,3,0,45,84,No,0.0
385,19,Male,Computer Science,6.22,62.8,7,10,4,3,0,82,82,No,0.0
386,22,Female,Information Technology,7.58,97.6,6,5,8,0,2,88,68,Yes,7.21
387,21,Male,Information Technology,5.54,80.3,8,6,9,2,0,48,91,No,0.0
388,21,Female,Electronics,6.61,76.4,5,8,1,3,1,89,77,No,0.0
389,19,Male,Data Science,8.77,92.4,1,7,7,3,3,56,72,Yes,7.88
390,19,Male,Information Technology,9.96,93.4,1,8,9,4,2,70,46,Yes,11.81
391,21,Female,Information Technology,5.95,73.3,9,3,10,1,1,51,51,No,0.0
392,21,Female,Information Technology,7.31,87.7,10,4,5,2,1,62,70,Yes,8.0
393,22,Female,Electronics,9.1,90.8,6,6,2,1,0,93,71,Yes,11.52
394,22,Female,Data Science,6.42,86.2,10,7,10,2,1,93,93,Yes,7.54
395,21,Male,Computer Science,8.0,66.1,5,9,6,3,2,44,59,Yes,10.98
396,22,Female,Electronics,8.8,95.0,1,1,7,4,1,82,94,Yes,6.22
397,22,Male,Electronics,8.27,81.6,6,8,2,1,3,75,90,Yes,6.41
398,20,Male,Data Science,6.35,71.3,6,8,2,3,1,98,56,No,0.0
399,22,Female,Data Science,7.1,77.0,3,6,10,2,1,75,75,Yes,7.92
400,19,Male,Electronics,9.03,61.5,8,4,10,1,3,42,42,Yes,7.98
401,22,Male,Computer Science,7.99,65.1,1,3,1,1,1,97,40,No,0.0
402,22,Male,Electronics,5.52,90.6,1,3,4,3,1,63,89,No,0.0
403,21,Male,Data Science,8.92,60.0,6,6,7,1,0,94,66,Yes,11.34
404,19,Female,Computer Science,5.66,76.7,10,8,9,4,2,96,92,Yes,8.3
405,22,Female,Data Science,8.86,80.9,1,7,3,4,0,56,86,Yes,6.67
406,22,Female,Computer Science,6.41,62.2,6,1,7,3,2,78,79,No,0.0
407,20,Female,Information Technology,9.81,98.9,1,6,7,2,3,65,72,Yes,9.91
408,22,Male,Data Science,7.16,69.0,6,7,7,3,3,43,59,Yes,11.65
409,22,Male,Data Science,6.97,72.2,3,7,2,4,3,94,53,No,0.0
410,20,Female,Electronics,6.17,72.2,8,9,6,0,2,84,75,No,0.0
411,21,Female,Data Science,6.88,69.2,6,10,2,0,2,51,44,No,0.0
412,22,Female,Data Science,9.44,60.1,1,5,6,1,2,40,62,Yes,7.31
413,20,Male,Information Technology,9.98,89.2,5,1,10,1,3,60,84,Yes,11.07
414,19,Female,Data Science,7.16,98.7,8,2,3,0,2,58,99,No,0.0
415,21,Female,Information Technology,7.52,69.0,3,4,2,4,1,60,95,No,0.0
416,19,Female,Information Technology,8.75,86.5,6,5,6,1,0,91,54,Yes,7.37
417,19,Male,Information Technology,9.49,89.7,5,9,2,3,3,57,45,Yes,11.76
418,20,Male,Information Technology,8.17,93.9,6,1,5,3,0,82,72,Yes,3.07
419,22,Male,Computer Science,7.26,76.9,10,3,2,4,1,91,94,Yes,11.09
420,20,Male,Electronics,7.36,72.1,1,5,3,1,2,42,58,No,0.0
421,20,Male,Computer Science,8.63,73.0,7,3,3,3,0,100,52,Yes,11.65
422,20,Male,Data Science,5.51,88.5,9,4,6,1,1,88,68,No,0.0
423,20,Male,Computer Science,8.29,92.7,2,3,6,1,1,83,100,Yes,4.55
424,21,Male,Computer Science,7.1,67.3,10,4,10,3,0,71,45,Yes,8.88
425,22,Female,Data Science,9.07,74.8,5,1,3,0,3,49,54,Yes,3.23
426,19,Female,Data Science,5.92,96.1,10,8,3,3,0,79,55,No,0.0
427,19,Male,Data Science,8.15,92.3,4,4,1,4,3,54,63,Yes,4.99
428,22,Male,Computer Science,7.66,99.4,6,7,7,2,2,44,62,Yes,7.61
429,19,Female,Computer Science,8.39,90.2,6,2,8,3,3,43,87,Yes,7.91
430,22,Male,Data Science,5.79,75.7,2,2,2,1,2,97,49,No,0.0
431,19,Male,Electronics,8.11,83.6,2,6,4,1,0,67,93,No,0.0
432,20,Male,Electronics,8.03,86.4,4,2,10,3,2,92,80,Yes,7.5
433,19,Female,Information Technology,8.02,63.1,1,6,7,2,1,91,80,No,0.0
434,22,Female,Data Science,8.22,81.8,9,2,8,3,2,90,88,Yes,4.34
435,22,Female,Information Technology,8.54,88.4,7,4,1,2,3,92,56,Yes,6.59
436,22,Female,Electronics,9.12,66.7,7,7,4,2,3,43,88,Yes,11.14
437,22,Female,Information Technology,6.71,91.2,3,8,6,4,3,54,95,Yes,11.99
438,22,Male,Data Science,9.21,83.4,3,3,3,1,2,56,83,Yes,11.88
439,21,Female,Data Science,7.74,98.1,1,9,5,1,3,83,84,Yes,10.94
440,21,Male,Data Science,5.85,61.7,3,2,10,2,3,42,69,No,0.0
441,19,Male,Computer Science,5.76,70.6,3,8,9,1,1,49,83,No,0.0
442,22,Female,Information Technology,7.0,84.1,4,8,3,0,2,86,85,No,0.0
443,19,Female,Electronics,9.03,71.9,4,4,5,2,1,81,49,Yes,8.84
444,22,Male,Electronics,8.68,88.6,3,1,8,1,3,95,94,Yes,5.78
445,22,Male,Electronics,9.05,90.4,10,1,6,0,3,62,58,Yes,8.46
446,21,Male,Computer Science,7.83,64.1,8,2,4,4,3,57,68,Yes,7.71
447,21,Female,Computer Science,7.48,80.6,8,9,8,1,2,40,41,Yes,3.22
448,20,Female,Data Science,6.16,80.4,1,2,3,0,0,74,75,No,0.0
449,21,Female,Electronics,6.98,74.8,7,2,3,3,3,92,58,No,0.0
450,20,Female,Computer Science,7.45,97.3,2,6,4,3,3,97,46,Yes,5.64
451,20,Female,Data Science,5.9,93.1,1,7,9,0,3,70,65,No,0.0
452,20,Male,Electronics,6.49,87.9,3,7,5,2,3,98,54,No,0.0
453,20,Female,Information Technology,8.19,88.6,4,9,8,2,2,83,86,Yes,3.57
454,20,Male,Data Science,8.81,78.5,6,6,6,1,0,40,95,Yes,11.22
455,19,Male,Computer Science,9.99,96.8,10,8,3,3,0,42,77,Yes,6.74
456,21,Male,Computer Science,9.7,87.8,5,6,8,2,0,42,42,Yes,7.14
457,20,Female,Data Science,8.39,89.2,4,2,9,2,3,76,77,Yes,6.15
458,22,Female,Data Science,7.4,94.5,8,1,8,3,3,58,55,Yes,8.65
459,21,Female,Computer Science,8.36,71.0,4,5,4,4,0,68,41,No,0.0
460,21,Male,Information Technology,9.04,92.3,10,9,6,2,0,64,70,Yes,8.83
461,20,Male,Electronics,6.03,67.8,2,8,1,0,3,72,67,No,0.0
462,19,Male,Information Technology,7.34,73.8,3,4,4,1,3,75,46,No,0.0
463,20,Male,Data Science,9.28,73.4,6,5,8,2,1,100,69,Yes,10.77
464,19,Male,Information Technology,7.23,99.1,8,5,1,2,1,68,82,No,0.0
465,22,Male,Computer Science,8.07,94.3,8,6,3,4,1,97,97,Yes,4.93
466,21,Female,Data Science,8.14,88.0,9,3,1,0,0,65,46,No,0.0
467,22,Female,Electronics,6.33,89.1,7,5,9,1,2,43,75,No,0.0
468,19,Female,Computer Science,7.13,82.5,2,2,2,2,3,88,68,No,0.0
469,19,Female,Computer Science,7.01,97.9,8,10,9,1,1,53,63,Yes,10.5
470,22,Male,Electronics,5.62,79.9,7,1,4,3,2,89,91,No,0.0
471,19,Male,Electronics,5.61,75.2,8,1,2,2,3,66,78,No,0.0
472,22,Female,Information Technology,9.24,66.5,3,10,4,2,2,72,43,Yes,3.57
473,21,Male,Data Science,6.73,91.4,7,7,10,3,0,61,68,Yes,3.28
474,22,Female,Electronics,7.83,89.4,10,2,6,4,0,87,83,Yes,5.33
475,21,Female,Electronics,6.84,75.4,9,4,7,2,0,42,44,No,0.0
476,22,Female,Data Science,9.73,61.0,3,5,3,1,1,62,94,Yes,10.41
477,19,Male,Electronics,6.67,93.6,10,7,3,0,3,60,68,Yes,9.14
478,22,Female,Electronics,7.43,60.5,6,2,10,1,0,80,69,No,0.0
479,19,Female,Information Technology,9.43,88.1,2,6,8,4,1,62,68,Yes,9.54
480,22,Female,Computer Science,9.29,98.8,2,1,5,0,1,43,65,No,0.0
481,22,Male,Computer Science,6.34,77.5,5,7,4,1,1,60,58,No,0.0
482,20,Male,Computer Science,9.11,69.4,5,9,7,1,1,76,65,Yes,8.61
483,19,Female,Computer Science,7.56,88.2,7,5,7,3,0,82,76,Yes,8.99
484,20,Male,Electronics,7.67,92.7,2,5,9,4,1,70,66,Yes,4.92
485,19,Male,Data Science,6.1,81.9,7,4,9,3,0,60,69,No,0.0
486,20,Male,Data Science,5.86,98.7,5,3,5,0,0,65,90,No,0.0
487,21,Male,Information Technology,8.78,62.1,6,9,8,3,1,80,92,Yes,4.38
488,22,Male,Information Technology,7.73,80.2,8,5,10,4,0,97,69,Yes,10.26
489,19,Male,Electronics,7.47,88.7,10,8,1,2,3,74,42,Yes,7.59
490,19,Male,Data Science,8.78,94.5,4,9,9,2,3,77,98,Yes,11.8
491,22,Male,Data Science,8.94,67.2,7,5,8,0,2,63,97,Yes,5.54
492,19,Male,Computer Science,6.22,92.0,6,10,6,2,3,50,82,Yes,7.33
493,19,Male,Electronics,8.25,82.1,10,9,3,3,0,80,46,Yes,7.03
494,20,Female,Electronics,6.11,75.9,2,2,3,0,0,68,100,No,0.0
495,19,Female,Computer Science,8.88,65.3,8,9,8,4,3,86,88,Yes,6.84
496,21,Male,Electronics,8.46,94.6,10,4,5,0,1,94,96,Yes,5.59
497,21,Female,Electronics,9.8,66.3,9,6,10,0,1,99,48,Yes,4.44
498,22,Female,Information Technology,5.81,72.4,5,6,7,1,0,42,92,No,0.0
499,19,Male,Data Science,5.76,71.6,10,6,5,1,1,40,80,No,0.0
500,22,Male,Electronics,6.77,94.9,4,2,8,0,2,91,81,No,0.0
501,21,Male,Information Technology,6.68,86.9,6,7,10,2,2,100,52,Yes,3.28
502,19,Female,Data Science,6.61,91.9,8,6,10,1,3,93,54,Yes,8.56
503,19,Female,Computer Science,9.58,70.0,3,1,4,4,3,58,93,Yes,9.85
504,22,Male,Information Technology,6.62,85.0,10,2,2,3,1,85,44,No,0.0
505,21,Male,Information Technology,6.72,82.9,1,7,3,1,0,88,68,No,0.0
506,19,Male,Data Science,8.92,93.3,4,1,8,0,3,61,74,Yes,9.37
507,22,Female,Computer Science,7.52,96.2,4,1,7,2,2,53,66,No,0.0
508,21,Female,Information Technology,9.0,60.5,1,1,2,3,3,88,66,Yes,4.77
509,22,Female,Electronics,5.79,87.0,9,8,6,1,3,96,47,Yes,10.0
510,20,Female,Electronics,7.69,62.1,3,4,9,2,2,98,71,Yes,10.49
511,19,Male,Electronics,5.65,82.0,5,4,4,2,0,53,59,No,0.0
512,20,Male,Computer Science,5.78,71.5,6,2,9,2,3,83,49,No,0.0
513,21,Male,Information Technology,9.58,72.3,8,1,2,0,3,55,52,Yes,6.47
514,20,Male,Electronics,6.13,74.1,6,10,2,4,3,72,68,Yes,9.66
515,20,Female,Computer Science,7.9,84.9,3,9,9,2,1,52,74,Yes,6.76
516,21,Female,Electronics,7.35,73.4,6,7,7,3,3,77,100,Yes,9.63
517,22,Male,Data Science,7.06,89.3,1,4,7,1,2,88,93,No,0.0
518,20,Male,Information Technology,9.55,76.2,4,6,1,3,0,51,47,Yes,10.25
519,22,Female,Information Technology,5.6,62.7,6,2,6,0,0,94,68,No,0.0
520,20,Male,Computer Science,8.49,91.4,7,7,7,0,2,90,70,Yes,5.24
521,22,Female,Computer Science,9.84,71.4,10,2,6,3,1,77,80,Yes,8.31
522,21,Male,Information Technology,8.02,77.3,3,10,6,4,2,78,69,Yes,3.63
523,20,Male,Electronics,9.72,87.4,9,8,2,0,0,72,61,Yes,3.24
524,21,Male,Electronics,5.74,73.3,7,8,6,0,2,72,60,No,0.0
525,20,Male,Data Science,7.38,62.3,1,1,4,3,1,68,51,No,0.0
526,21,Male,Electronics,6.67,75.0,2,8,9,0,0,44,50,No,0.0
527,21,Male,Computer Science,8.79,97.8,1,2,1,4,1,45,41,No,0.0
528,20,Male,Computer Science,9.92,85.7,9,6,8,4,2,70,89,Yes,7.41
529,20,Female,Electronics,6.65,86.9,9,1,5,4,3,55,80,Yes,3.33
530,20,Female,Computer Science,8.44,85.3,7,5,1,1,2,70,41,Yes,7.82
531,19,Female,Information Technology,6.39,68.0,10,7,4,4,1,64,73,Yes,9.34
532,22,Female,Information Technology,8.04,76.7,3,10,1,4,2,87,42,Yes,6.05
533,19,Female,Electronics,7.59,90.0,5,1,6,1,3,85,55,Yes,4.0
534,19,Male,Information Technology,9.87,64.1,4,2,2,2,1,72,90,Yes,5.51
535,21,Male,Information Technology,8.24,71.1,7,7,5,0,2,52,43,Yes,9.94
536,20,Female,Data Science,7.07,71.1,9,6,7,4,1,91,62,Yes,6.16
537,22,Male,Data Science,6.01,77.3,2,3,2,0,1,49,96,No,0.0
538,21,Female,Information Technology,6.18,99.2,8,10,6,3,0,63,89,Yes,5.88
539,19,Female,Electronics,6.51,62.7,9,2,6,0,0,49,59,No,0.0
540,20,Male,Data Science,6.63,80.7,10,10,5,1,1,80,64,Yes,6.92
541,21,Male,Computer Science,9.33,67.2,10,4,5,0,2,70,69,Yes,7.07
542,20,Male,Computer Science,8.03,98.8,9,3,3,0,2,52,57,Yes,3.14
543,21,Female,Computer Science,7.86,64.5,10,7,10,0,2,42,81,Yes,4.05
544,20,Male,Electronics,6.02,76.1,7,8,10,2,3,98,50,Yes,4.66
545,19,Female,Information Technology,9.37,89.5,9,2,2,2,1,89,68,Yes,4.02
546,22,Female,Computer Science,8.75,88.2,9,10,7,3,1,91,56,Yes,6.07
547,19,Female,Electronics,5.8,76.9,3,7,1,1,3,73,65,No,0.0
548,22,Male,Data Science,8.69,73.9,4,8,6,0,1,88,95,Yes,7.58
549,20,Male,Information Technology,7.95,75.9,2,6,6,0,1,67,96,No,0.0
550,21,Female,Data Science,5.87,70.6,10,6,3,0,3,58,62,No,0.0
551,19,Male,Electronics,7.56,68.2,3,10,2,0,0,62,95,No,0.0
552,22,Male,Computer Science,7.68,79.3,5,1,2,2,1,84,91,No,0.0
553,19,Male,Computer Science,6.25,70.7,5,4,9,3,3,71,87,Yes,7.5
554,22,Female,Electronics,9.76,71.5,6,1,5,4,2,52,59,Yes,7.35
555,19,Female,Computer Science,9.32,86.3,7,4,7,1,0,72,84,Yes,4.42
556,22,Male,Information Technology,8.51,98.7,7,2,5,0,2,73,41,Yes,9.88
557,22,Female,Electronics,7.58,84.1,1,5,7,3,1,72,63,No,0.0
558,20,Male,Data Science,7.35,63.1,2,10,4,4,0,95,70,No,0.0
559,22,Male,Electronics,8.43,63.0,9,9,8,3,3,44,66,Yes,4.32
560,20,Male,Information Technology,7.95,98.1,10,10,10,2,1,95,41,Yes,7.97
561,22,Male,Information Technology,5.78,71.9,2,3,10,4,3,42,96,No,0.0
562,21,Female,Electronics,7.81,63.7,6,8,7,3,0,100,53,Yes,5.54
563,21,Female,Electronics,9.13,84.0,1,3,10,2,2,99,43,Yes,4.97
564,21,Female,Computer Science,7.57,84.9,3,6,5,3,1,46,88,No,0.0
565,22,Male,Information Technology,5.73,85.9,2,4,6,3,1,63,52,No,0.0
566,20,Male,Electronics,9.04,70.7,3,8,5,4,3,61,75,Yes,9.0
567,20,Male,Electronics,6.41,60.6,5,6,7,2,0,84,74,No,0.0
568,22,Female,Information Technology,6.66,98.6,10,8,2,0,3,100,83,Yes,3.78
569,21,Male,Electronics,6.24,70.0,6,1,5,1,0,62,93,No,0.0
570,21,Female,Computer Science,6.99,87.0,9,6,10,4,1,69,94,Yes,8.58
571,20,Female,Information Technology,8.91,88.3,10,1,3,2,0,99,47,Yes,5.65
572,21,Female,Computer Science,7.84,84.4,4,1,9,3,1,57,41,Yes,3.78
573,19,Female,Computer Science,6.42,72.5,7,8,6,2,0,71,45,No,0.0
574,20,Female,Computer Science,9.45,70.8,6,7,10,1,2,95,70,Yes,5.83
575,21,Female,Computer Science,9.46,83.9,2,3,3,1,0,92,93,Yes,7.14
576,20,Male,Information Technology,9.42,94.6,10,6,7,0,2,46,49,Yes,5.13
577,19,Male,Computer Science,6.57,97.9,8,9,4,0,0,72,83,No,0.0
578,20,Female,Computer Science,7.53,64.2,7,7,3,1,0,44,60,No,0.0
579,20,Female,Electronics,9.93,66.2,7,3,8,4,3,88,81,Yes,11.71
580,20,Male,Information Technology,8.97,97.8,8,6,4,4,3,67,49,Yes,9.33
581,20,Female,Information Technology,5.62,89.5,1,4,1,3,1,100,62,No,0.0
582,19,Female,Data Science,5.79,95.3,1,3,6,0,3,47,42,No,0.0
583,22,Male,Information Technology,7.59,68.1,8,9,10,3,0,54,71,Yes,6.47
584,20,Female,Information Technology,9.59,83.5,4,10,1,0,3,91,59,Yes,7.81
585,20,Female,Data Science,7.92,88.0,5,2,5,1,0,43,49,No,0.0
586,21,Female,Information Technology,7.74,87.2,8,1,7,4,2,73,68,Yes,8.25
587,20,Male,Information Technology,5.97,76.3,5,2,6,4,0,44,80,No,0.0
588,21,Male,Information Technology,8.46,60.6,10,7,2,1,1,72,91,Yes,8.9
589,22,Male,Information Technology,9.2,83.3,4,10,4,3,2,96,90,Yes,3.07
590,19,Female,Data Science,7.21,70.1,6,1,2,3,1,44,85,No,0.0
591,19,Female,Information Technology,8.99,78.0,5,6,1,2,1,77,73,Yes,9.0
592,22,Male,Information Technology,9.84,98.3,7,7,3,0,1,73,76,Yes,5.78
593,19,Female,Data Science,6.42,76.0,10,9,3,3,3,97,59,Yes,5.63
594,22,Female,Electronics,7.85,93.6,7,8,7,1,1,65,100,Yes,10.18
595,22,Female,Computer Science,6.79,67.5,4,6,1,3,2,40,100,No,0.0
596,22,Female,Electronics,9.07,86.9,5,3,9,4,0,43,47,Yes,6.17
597,19,Female,Data Science,8.1,99.1,3,8,6,0,1,78,46,Yes,5.69
598,21,Male,Computer Science,8.36,64.1,4,7,4,2,2,93,45,Yes,8.04
599,22,Female,Data Science,9.09,60.3,4,3,3,0,1,65,50,No,0.0
600,20,Male,Data Science,7.28,77.3,3,9,3,4,0,72,83,No,0.0
601,19,Female,Information Technology,9.62,63.7,10,2,2,4,2,72,57,Yes,4.14
602,22,Male,Computer Science,7.9,89.9,5,3,2,4,2,47,90,Yes,4.67
603,22,Female,Information Technology,6.21,96.6,5,2,10,4,0,59,81,No,0.0
604,20,Male,Computer Science,8.63,77.4,7,1,5,1,2,55,96,Yes,11.93
605,21,Female,Data Science,9.07,70.3,4,4,9,2,0,60,68,Yes,8.87
606,21,Male,Data Science,6.93,77.4,4,5,2,4,2,84,64,No,0.0
607,21,Female,Electronics,9.36,88.9,9,6,2,4,2,94,60,Yes,7.73
608,22,Male,Computer Science,9.58,60.4,6,5,6,3,0,95,85,Yes,7.47
609,22,Female,Information Technology,6.75,83.6,4,1,10,2,0,65,42,No,0.0
610,22,Male,Electronics,9.93,84.5,2,3,2,0,2,62,57,Yes,11.28
611,19,Male,Electronics,6.13,85.5,6,1,4,2,2,57,63,No,0.0
612,20,Female,Electronics,6.41,69.7,2,5,6,2,0,70,86,No,0.0
613,22,Female,Information Technology,6.33,88.6,5,5,5,2,3,91,77,No,0.0
614,20,Male,Electronics,9.52,63.7,6,6,1,4,0,81,49,Yes,8.47
615,20,Female,Information Technology,8.44,68.0,4,8,6,4,2,51,66,Yes,3.94
616,21,Male,Electronics,6.18,95.1,3,10,1,1,2,40,51,No,0.0
617,19,Male,Information Technology,7.48,89.5,7,1,3,0,2,81,46,No,0.0
618,22,Male,Data Science,8.27,60.5,2,4,10,3,0,48,56,No,0.0
619,21,Female,Data Science,5.88,69.9,6,10,5,2,2,42,40,No,0.0
620,21,Male,Data Science,9.47,68.6,4,1,10,0,3,99,97,Yes,10.42
621,22,Male,Data Science,9.12,70.8,6,9,5,0,1,90,89,Yes,9.51
622,20,Female,Data Science,7.77,69.9,4,7,10,1,3,65,65,Yes,10.49
623,21,Female,Electronics,9.85,62.5,4,7,6,3,0,48,54,Yes,4.81
624,20,Female,Electronics,7.38,78.4,4,5,10,2,2,81,90,Yes,7.07
625,19,Female,Electronics,9.93,89.3,9,7,8,3,0,90,99,Yes,9.23
626,20,Male,Information Technology,8.51,84.3,7,2,5,1,1,55,72,Yes,8.74
627,19,Male,Information Technology,8.36,86.9,3,4,1,4,0,63,76,No,0.0
628,20,Male,Information Technology,6.25,63.2,3,7,5,0,2,89,86,No,0.0
629,21,Male,Information Technology,9.47,98.1,6,3,3,2,1,53,70,Yes,3.89
630,21,Female,Data Science,7.42,93.5,6,2,4,4,1,100,74,Yes,11.25
631,19,Male,Data Science,6.23,92.2,4,10,8,1,2,42,40,No,0.0
632,22,Male,Data Science,5.56,92.9,9,2,7,3,2,73,47,No,0.0
633,19,Female,Computer Science,8.02,97.3,4,1,5,0,2,72,51,No,0.0
634,19,Male,Electronics,7.87,81.8,9,5,2,2,0,89,98,Yes,11.23
635,20,Male,Information Technology,8.74,68.0,4,6,6,4,3,63,93,Yes,4.53
636,20,Male,Information Technology,9.51,84.7,2,6,6,4,0,48,96,Yes,10.36
637,19,Male,Data Science,5.86,89.7,2,9,10,0,0,52,58,No,0.0
638,21,Male,Information Technology,8.79,89.5,5,4,10,3,3,41,64,Yes,11.45
639,20,Male,Information Technology,6.34,80.9,4,1,6,1,2,46,96,No,0.0
640,22,Female,Electronics,9.36,62.7,7,6,9,3,2,87,71,Yes,7.92
641,20,Female,Data Science,9.19,74.8,5,5,8,3,3,60,51,Yes,6.21
642,20,Male,Electronics,7.93,96.8,6,10,8,3,3,58,52,Yes,3.07
643,22,Male,Computer Science,8.7,83.4,10,6,1,0,0,64,67,Yes,3.55
644,19,Female,Computer Science,6.91,81.5,4,3,5,0,1,86,40,No,0.0
645,22,Male,Computer Science,7.62,70.8,2,2,7,1,3,61,90,No,0.0
646,19,Male,Data Science,9.2,74.7,10,6,6,3,0,50,45,Yes,4.66
647,19,Male,Information Technology,7.57,95.8,9,1,5,0,1,72,47,No,0.0
648,19,Female,Data Science,7.11,86.7,10,7,8,1,2,71,43,Yes,4.57
649,22,Male,Data Science,7.72,91.5,7,7,3,1,2,60,44,Yes,10.64
650,19,Female,Information Technology,9.23,78.2,4,10,6,3,0,78,64,Yes,5.68
651,21,Male,Electronics,7.01,85.2,3,7,5,2,0,59,61,No,0.0
652,22,Female,Computer Science,6.28,69.9,10,10,8,3,3,47,67,Yes,7.53
653,21,Female,Electronics,8.7,88.2,3,1,4,2,2,81,78,Yes,3.47
654,19,Male,Computer Science,9.22,77.1,9,4,8,1,0,76,62,Yes,11.48
655,20,Female,Data Science,5.95,77.7,5,7,10,0,2,48,43,No,0.0
656,19,Male,Computer Science,6.58,86.0,3,9,2,4,2,64,91,No,0.0
657,21,Female,Data Science,6.14,97.5,5,5,9,1,3,64,43,No,0.0
658,21,Male,Electronics,7.07,62.6,2,2,9,0,1,72,86,No,0.0
659,22,Male,Data Science,7.53,93.0,4,7,10,1,3,41,98,Yes,3.18
660,20,Female,Electronics,8.87,71.7,10,10,10,3,0,58,60,Yes,6.27
661,22,Male,Information Technology,8.43,77.8,2,1,6,2,3,85,76,Yes,7.78
662,21,Male,Information Technology,8.29,60.9,2,7,4,1,3,59,95,Yes,10.85
663,19,Female,Information Technology,7.09,72.0,8,6,4,0,2,81,80,No,0.0
664,20,Male,Data Science,9.29,80.1,1,7,6,3,3,80,41,Yes,4.0
